"country","Year","Inflation..consumer.prices..annual...","Inflation..GDP.deflator..annual...","Real.interest.rate....","Deposit.interest.rate....","Lending.interest.rate....","Unemployment..total....of.total.labor.force...national.estimate.","Unemployment..total....of.total.labor.force...modeled.ILO.estimate.","iso3c","adminregion","incomeLevel","Government_Yield"
"Australia",1991,3.17667536988686,3.04300121343985,10.0673168784546,11.0516949152542,13.4166666666667,9.57999992370605,9.57999992370605,"AUS","","High income",9.39000034
"Australia",1992,1.01223112610711,1.50397648699278,8.94482872550711,7.12415254237288,10.5833333333333,10.7299995422363,10.7299995422363,"AUS","","High income",8.93999958
"Australia",1993,1.75365344467641,0.89146476974291,8.44987424494252,5.7646186440678,9.41666666666667,10.8699998855591,10.8699998855591,"AUS","","High income",6.67999983
"Australia",1994,1.96963479688142,1.02143747219925,7.98450579365444,5.75,9.0875,9.72000026702881,9.72000026702881,"AUS","","High income",9.98999977
"Australia",1995,4.62776659959758,2.27068929436828,8.0465974781348,7.14851694915254,10.5,8.47000026702881,8.47000026702881,"AUS","","High income",8.18000031
"Australia",1996,2.61538461538462,2.72595883584287,6.81736915399835,6.68072033898305,9.72916666666667,8.51000022888184,8.51000022888184,"AUS","","High income",7.36999989
"Australia",1997,0.224887556221881,1.26714182084389,5.82570490264245,5.04830508474576,7.16666666666667,8.35999965667725,8.35999965667725,"AUS","","High income",6.05000019
"Australia",1998,0.860134629768157,1.18903024202561,5.42974181901571,4.33686440677966,6.68333333333333,7.67999982833862,7.67999982833862,"AUS","","High income",5.01000023
"Australia",1999,1.48312940304038,0.487575649141377,6.04959466705698,4.05911016949152,6.56666666666667,6.86999988555908,6.86999988555908,"AUS","","High income",6.96000004
"Australia",2000,4.45743514797225,2.55802188068598,5.02997687687673,4.90699152542373,7.71666666666667,6.28000020980835,6.28000020980835,"AUS","","High income",5.46000004
"Australia",2001,4.4071353620147,4.61710000900301,2.12638914429115,3.7375,6.84166666666667,6.73999977111816,6.73999977111816,"AUS","","High income",6.01000023
"Australia",2002,2.98157453936349,2.83581953103764,3.42942807773117,3.7,6.3625,6.36999988555908,6.36999988555908,"AUS","","High income",5.15999985
"Australia",2003,2.73259596616783,3.0073981807391,3.49984747011599,3.50833333333333,6.6125,5.92999982833862,5.92999982833862,"AUS","","High income",5.57000017
"Australia",2004,2.34325522482587,3.24491143426422,3.68549743796184,3.85,7.05,5.3899998664856,5.3899998664856,"AUS","","High income",5.32499981
"Australia",2005,2.69183168316831,3.80695099443184,3.32480850833064,3.89166666666667,7.25833333333333,5.03000020980835,5.03000020980835,"AUS","","High income",5.21000004
"Australia",2006,3.55528773727028,5.12048467467758,2.3706276973842,4.0625,7.6125,4.78000020980835,4.78000020980835,"AUS","","High income",5.88999987
"Australia",2007,2.32761128891476,4.9824303154294,3.06089600731186,4.52916666666667,8.19583333333333,4.38000011444092,4.38000011444092,"AUS","","High income",6.38000011
"Australia",2008,4.35029854990047,4.6145835235411,4.10435110017527,4.725,8.90833333333333,4.23000001907349,4.23000001907349,"AUS","","High income",3.9849999
"Australia",2009,1.77111716621252,4.9883384540998,0.983437679304664,3.07916666666667,6.02083333333333,5.55999994277954,5.55999994277954,"AUS","","High income",5.7249999
"Australia",2010,2.91834002677376,1.16538343870303,6.04335497000121,4.2125,7.27916666666667,5.21000003814697,5.21000003814697,"AUS","","High income",5.51499987
"Australia",2011,3.30385015608744,6.20678072165643,1.44126323003352,4.3375,7.7375,5.07999992370605,5.07999992370605,"AUS","","High income",3.79999995
"Australia",2012,1.76278015613193,1.78912996440673,5.09471889327147,3.91666666666667,6.975,5.21999979019165,5.21999979019165,"AUS","","High income",3.28500009
"Australia",2013,2.44988864142539,-0.152591540025981,6.34143469956045,3.25,6.17916666666667,5.65999984741211,5.65999984741211,"AUS","","High income",4.24100018
"Australia",2014,2.48792270531403,1.44182452992179,4.44409935543742,2.90416666666667,5.95,6.07999992370605,6.07999992370605,"AUS","","High income",2.82999992
"Australia",2015,1.50836672165921,-0.61654239981722,6.22995269969943,2.30416666666667,5.575,6.05000019073486,6.05000019073486,"AUS","","High income",2.88899994
"Australia",2016,1.27699094497328,-0.597558624754228,6.05457157271221,2.14166666666667,5.42083333333333,5.71000003814697,5.71000003814697,"AUS","","High income",2.773
"Australia",2017,1.94864740944522,3.74509003702453,1.44624672111231,2.00833333333333,5.2455,5.59000015258789,5.59000015258789,"AUS","","High income",2.6421
"Australia",2018,1.91140094445692,1.83015529797454,3.36901974205967,1.97916666666667,5.26083333333333,5.30000019073486,5.30000019073486,"AUS","","High income",2.3308
"Australia",2019,1.61076787290379,3.41878591584748,1.62660397649741,1.55833333333333,5.101,5.15999984741211,5.15999984741211,"AUS","","High income",1.3846
"Australia",2020,0.846905537459293,1.78365535795395,NA,NA,NA,6.46000003814697,6.46000003814697,"AUS","","High income",0.8784
"Belgium",1993,2.75442643473457,3.99323192277683,NA,NA,NA,8.07999992370605,8.07999992370605,"BEL","","High income",6.36100006
"Belgium",1994,2.37754084476403,2.09430477567449,NA,NA,NA,9.64999961853027,9.64999961853027,"BEL","","High income",8.4090004
"Belgium",1995,1.46796699090272,1.22076958003412,NA,NA,NA,9.34000015258789,9.34000015258789,"BEL","","High income",6.6880002
"Belgium",1996,2.07702107350668,0.476619740910181,NA,NA,NA,9.47999954223633,9.47999954223633,"BEL","","High income",5.87200022
"Belgium",1997,1.62816049512961,0.757624410107738,NA,NA,NA,8.96000003814697,8.96000003814697,"BEL","","High income",5.45300007
"Belgium",1998,0.949250288350641,1.80564350098564,NA,NA,NA,9.31999969482422,9.31999969482422,"BEL","","High income",4.05100012
"Belgium",1999,1.12084823417844,0.598897782801686,NA,NA,NA,8.64999961853027,8.64999961853027,"BEL","","High income",5.58500004
"Belgium",2000,2.54451776190906,2.01461738713986,NA,NA,NA,6.59000015258789,6.59000015258789,"BEL","","High income",5.21199989
"Belgium",2001,2.46925823086078,1.98280272084905,NA,NA,NA,6.17999982833862,6.17999982833862,"BEL","","High income",5.19199991
"Belgium",2002,1.64521436175359,1.64000779519799,NA,NA,NA,6.90999984741211,6.90999984741211,"BEL","","High income",4.30700016
"Belgium",2003,1.58896399970379,1.85008868250355,NA,NA,NA,7.67999982833862,7.67999982833862,"BEL","","High income",4.34899998
"Belgium",2004,2.09728311239314,1.91499094831144,NA,NA,NA,7.3600001335144,7.3600001335144,"BEL","","High income",3.68400002
"Belgium",2005,2.78143263670025,2.08307421275387,NA,NA,NA,8.4399995803833,8.4399995803833,"BEL","","High income",3.34599996
"Belgium",2006,1.79120770070454,2.26470714433403,NA,NA,NA,8.25,8.25,"BEL","","High income",3.99699998
"Belgium",2007,1.8230563002681,1.93172111672469,NA,NA,NA,7.46000003814697,7.46000003814697,"BEL","","High income",4.47300005
"Belgium",2008,4.48944420508401,1.90884542543854,NA,NA,NA,6.98000001907349,6.98000001907349,"BEL","","High income",3.773
"Belgium",2009,-0.0531456741253762,0.533179397971551,NA,NA,NA,7.90999984741211,7.90999984741211,"BEL","","High income",3.71600008
"Belgium",2010,2.18929920422458,1.89207786027008,NA,NA,NA,8.28999996185303,8.28999996185303,"BEL","","High income",3.97099996
"Belgium",2011,3.53208210722744,1.8072994675872,NA,NA,NA,7.1399998664856,7.1399998664856,"BEL","","High income",4.10900021
"Belgium",2012,2.83966343445897,1.9611193413831,NA,NA,NA,7.53999996185303,7.53999996185303,"BEL","","High income",2.05100012
"Belgium",2013,1.11309594027537,1.27125815498337,NA,NA,NA,8.43000030517578,8.43000030517578,"BEL","","High income",2.55699992
"Belgium",2014,0.340002833356965,0.982645554501687,NA,NA,NA,8.52000045776367,8.52000045776367,"BEL","","High income",0.824
"Belgium",2015,0.561429152790106,1.33038612835179,NA,NA,NA,8.47999954223633,8.47999954223633,"BEL","","High income",0.977
"Belgium",2016,1.97385264653172,1.92085069495049,NA,NA,NA,7.82999992370605,7.82999992370605,"BEL","","High income",0.551
"Belgium",2017,2.12597086002609,1.83027279601211,NA,NA,NA,7.09000015258789,7.09000015258789,"BEL","","High income",0.634
"Belgium",2018,2.05316499865181,1.5189199881527,NA,NA,NA,5.94999980926514,5.94999980926514,"BEL","","High income",0.772
"Belgium",2019,1.43681956996435,1.75407057913691,NA,NA,NA,5.3600001335144,5.3600001335144,"BEL","","High income",0.0911
"Belgium",2020,0.740791812220385,1.28452436495819,NA,NA,NA,5.55000019073486,5.55000019073486,"BEL","","High income",-0.1629
"Canada",1986,4.19478629085617,NA,NA,7.08333333333333,10.5208333333333,9.59000015258789,NA,"CAN","","High income",9.22599983
"Canada",1987,4.3561087122174,NA,NA,5.6875,9.52083333333333,8.81999969482422,NA,"CAN","","High income",9.22599983
"Canada",1988,4.02823414871611,NA,NA,6.64583333333333,10.8333333333333,7.76000022888184,NA,"CAN","","High income",9.22599983
"Canada",1989,4.98362189985959,NA,NA,9.08333333333333,13.3333333333333,7.55000019073486,NA,"CAN","","High income",9.22599983
"Canada",1990,4.78047693336305,NA,NA,9.85416666666667,14.0625,8.13000011444092,NA,"CAN","","High income",9.22599983
"Canada",1991,5.62586408593004,NA,NA,5.75,9.9375,10.3199996948242,10.3199996948242,"CAN","","High income",9.22599983
"Canada",1992,1.49013290374545,NA,NA,3.91666666666667,7.47916666666667,11.1999998092651,11.1999998092651,"CAN","","High income",9.22599983
"Canada",1993,1.86507936507936,NA,NA,3.20833333333333,5.9375,11.3800001144409,11.3800001144409,"CAN","","High income",9.22599983
"Canada",1994,0.165562913907281,NA,NA,3.98083333333333,6.875,10.3999996185303,10.3999996185303,"CAN","","High income",9.10000038
"Canada",1995,2.14876033057852,NA,NA,5.2825,8.64583333333333,9.48999977111816,9.48999977111816,"CAN","","High income",7.07499981
"Canada",1996,1.57053112507137,NA,NA,3.0025,6.0625,9.61999988555908,9.61999988555908,"CAN","","High income",6.27699995
"Canada",1997,1.62121638084528,NA,NA,1.90333333333333,4.95833333333333,9.10000038146973,9.10000038146973,"CAN","","High income",5.67600012
"Canada",1998,0.995942456658074,0.888413678522568,5.66542061644179,3.07916666666667,6.60416666666667,8.27999973297119,8.27999973297119,"CAN","","High income",4.89799976
"Canada",1999,1.73484295105918,3.07133514189172,3.26585937154524,2.87916666666667,6.4375,7.57999992370605,7.57999992370605,"CAN","","High income",6.17600012
"Canada",2000,2.71943995691972,4.59383166243302,2.55942595117855,3.48333333333333,7.27083333333333,6.82999992370605,6.82999992370605,"CAN","","High income",5.39099979
"Canada",2001,2.52512013979907,2.04402594531037,3.69298841336318,2.25416666666667,5.8125,7.21999979019165,7.21999979019165,"CAN","","High income",5.421
"Canada",2002,2.25839440940856,0.843483726924617,3.33670504236092,0.829166666666667,4.20833333333333,7.65999984741211,7.65999984741211,"CAN","","High income",4.80200005
"Canada",2003,2.75856321360112,1.25587232856634,3.38906533766094,1.1,4.6875,7.57000017166138,7.57000017166138,"CAN","","High income",4.62099981
"Canada",2004,1.85725871857261,2.44437355143697,1.51850843012082,0.783333333333333,4,7.19000005722046,7.19000005722046,"CAN","","High income",4.38700008
"Canada",2005,2.21355203439764,1.36318730747425,3.0124145069847,0.791666666666667,4.41666666666667,6.76000022888184,6.76000022888184,"CAN","","High income",3.93700004
"Canada",2006,2.00202539534156,1.06570330256392,4.6967433484586,1.825,5.8125,6.32000017166138,6.32000017166138,"CAN","","High income",4.04699993
"Canada",2007,2.13838399266843,-1.35727467576298,7.56410705189259,2.08333333333333,6.10416666666667,6.03999996185303,6.03999996185303,"CAN","","High income",4.09399986
"Canada",2008,2.37027067444294,3.98373860184653,0.716869844115127,1.5,4.72916666666667,6.1399998664856,6.1399998664856,"CAN","","High income",2.66000009
"Canada",2009,0.299466803009284,-2.31152537444508,4.81874522641691,0.0958333333333333,2.39583333333333,8.34000015258789,8.34000015258789,"CAN","","High income",3.60299993
"Canada",2010,1.77687154092629,2.84994645578823,-0.238969292246743,0.2,2.60416666666667,8.0600004196167,8.0600004196167,"CAN","","High income",3.1559999
"Canada",2011,2.91213508872355,3.23475902957836,-0.227403087666516,0.475,3,7.51000022888184,7.51000022888184,"CAN","","High income",1.94799995
"Canada",2012,1.51567823124521,1.21191754403497,1.76667184987091,0.483333333333333,3,7.28999996185303,7.28999996185303,"CAN","","High income",1.77199996
"Canada",2013,0.93829189781521,1.73744799956536,1.24099043691368,0.55,3,7.07000017166138,7.07000017166138,"CAN","","High income",2.73900008
"Canada",2014,1.90663590717873,1.94459869733706,1.03526946611102,0.55,3,6.90999984741211,6.90999984741211,"CAN","","High income",1.81200004
"Canada",2015,1.12524136094279,-0.876717544815605,3.68401595908269,0.075,2.775,6.90999984741211,6.90999984741211,"CAN","","High income",1.40100002
"Canada",2016,1.4287595470108,0.75403003025545,1.93140658409415,0.1,2.7,7,7,"CAN","","High income",1.71500003
"Canada",2017,1.5968841285297,2.5649968397985,0.131626933516484,0.1,2.7,6.34000015258789,6.34000015258789,"CAN","","High income",2.043
"Canada",2018,2.268225672481,1.61741439035406,NA,NA,NA,5.82999992370605,5.82999992370605,"CAN","","High income",1.967
"Canada",2019,1.94926902411596,1.47519791997564,NA,NA,NA,5.65999984741211,5.65999984741211,"CAN","","High income",1.699
"Canada",2020,0.716999632307852,0.749680463567586,NA,NA,NA,9.46000003814697,9.46000003814697,"CAN","","High income",0.5
"China",2002,-0.731970902350276,0.602099078003945,4.67972434486251,1.98,5.31,4,4.23999977111816,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",3.09899998
"China",2003,1.12760348729636,2.60317771895693,2.63814663563092,1.98,5.31,4.30000019073486,4.57999992370605,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",3.75500011
"China",2004,3.82463743108159,6.9519926804569,-1.28281170464587,2.25,5.58,4.19999980926514,4.48999977111816,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",4.53299999
"China",2005,1.77641407667574,3.90374426923287,1.61327750270832,2.25,5.58,4.19999980926514,4.51999998092651,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",3.31500006
"China",2006,1.64943099455862,3.92654939664587,2.11057772637347,2.52,6.12,4.09999990463257,4.42999982833862,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",3.03999996
"China",2007,4.81676767378831,7.74968649314771,-0.259570586468016,4.14,7.47,4,4.34999990463257,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",4.38999987
"China",2008,5.92525137041095,7.79534603682124,-2.30561534258843,2.25,5.31,4.19999980926514,4.59000015258789,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",2.74900007
"China",2009,-0.728165250932952,-0.209533360982732,5.53112290871345,2.25,5.31,4.30000019073486,4.71999979019165,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",3.5999999
"China",2010,3.17532475269199,6.88138025315708,-1.00240121396208,2.75,5.81,4.09999990463257,4.53000020980835,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",3.9000001
"China",2011,5.55389892257492,8.07568446695551,-1.40242874651321,3.5,6.56,4.09999990463257,4.55000019073486,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",3.51999998
"China",2012,2.61952432645544,2.33121757577324,3.58520352942164,3,6,4.09999990463257,4.57000017166138,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",3.57500005
"China",2013,2.62105001748115,2.16337002683569,3.75538705522002,3,6,4.05000019073486,4.59000015258789,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",4.63000011
"China",2014,1.92164162788521,1.03106368767851,4.52230843223192,2.75,5.6,4.09999990463257,4.6100001335144,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",3.648
"China",2015,1.43702380935655,-0.00294409357314862,4.35307225209355,1.5,4.35,NA,4.63000011444092,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",2.86199999
"China",2016,2.00000182191941,1.4073460272495,2.90181538915314,1.5,4.35,NA,4.53000020980835,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",3.06599998
"China",2017,1.59313600071434,4.23268197526643,0.112553973005713,1.5,4.35,3.90000009536743,4.44000005722046,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",3.8953
"China",2018,2.07479039965578,3.4997476356901,0.821501871968533,1.5,4.35,3.79999995231628,4.28000020980835,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",3.3077
"China",2019,2.89923416358227,1.28745207725503,3.02362026088787,1.5,4.35,5.15000009536743,4.51999998092651,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",3.1626
"China",2020,2.4194218945778,0.625194188359174,3.70166322826508,1.5,4.35,NA,5,"CHN","East Asia & Pacific (excluding high income)","Upper middle income",2.8808
"Denmark",1994,1.99201463809523,1.56550235871995,NA,NA,NA,8.03999996185303,8.03999996185303,"DNK","","High income",9.10099983
"Denmark",1995,2.0836084238285,1.28239062894038,NA,NA,NA,6.98999977111816,6.98999977111816,"DNK","","High income",7.22100019
"Denmark",1996,2.12629802275579,2.01418362468391,NA,NA,NA,6.84000015258789,6.84000015258789,"DNK","","High income",6.53999996
"Denmark",1997,2.18216677907117,2.01391957101436,NA,NA,NA,5.40000009536743,5.40000009536743,"DNK","","High income",5.65399981
"Denmark",1998,1.84565122007891,1.23214285936466,NA,NA,NA,5.03999996185303,5.03999996185303,"DNK","","High income",4.22399998
"Denmark",1999,2.49779544404528,1.68475372464907,NA,NA,NA,5.1399998664856,5.1399998664856,"DNK","","High income",5.65600014
"Denmark",2000,2.90328203236457,3.01797428833477,NA,NA,NA,4.48000001907349,4.48000001907349,"DNK","","High income",5.13399982
"Denmark",2001,2.33787000255261,2.51841422592467,NA,NA,NA,4.15999984741211,4.15999984741211,"DNK","","High income",5.21999979
"Denmark",2002,2.42443661219694,2.34764746386243,NA,NA,NA,4.26999998092651,4.26999998092651,"DNK","","High income",4.4460001
"Denmark",2003,2.07507820646504,1.48182980917917,NA,NA,NA,5.40000009536743,5.40000009536743,"DNK","","High income",4.46400023
"Denmark",2004,1.15435693124937,2.09573309263418,NA,NA,NA,5.19999980926514,5.19999980926514,"DNK","","High income",4.38899994
"Denmark",2005,1.81781458291257,2.90642404916615,NA,NA,NA,4.82999992370605,4.82999992370605,"DNK","","High income",3.3039999
"Denmark",2006,1.92422138464588,2.07617957165436,NA,NA,NA,3.90000009536743,3.90000009536743,"DNK","","High income",3.94799995
"Denmark",2007,1.69326586220319,2.43228058523555,NA,NA,NA,3.79999995231628,3.79999995231628,"DNK","","High income",4.44299984
"Denmark",2008,3.41626794258375,4.13469296938067,NA,NA,NA,3.6800000667572,3.6800000667572,"DNK","","High income",3.40100002
"Denmark",2009,1.30470991024336,0.529022254242335,NA,NA,NA,6.40999984741211,6.40999984741211,"DNK","","High income",3.67799997
"Denmark",2010,2.31092436974789,3.224072873962,NA,NA,NA,7.75,7.75,"DNK","","High income",3.02600002
"Denmark",2011,2.75868226051246,0.638643467690599,NA,NA,NA,7.76999998092651,7.76999998092651,"DNK","","High income",1.63600004
"Denmark",2012,2.39791485664639,2.37518362751084,NA,NA,NA,7.80000019073486,7.80000019073486,"DNK","","High income",1.375
"Denmark",2013,0.789071780078061,0.888170882360484,NA,NA,NA,7.38000011444092,7.38000011444092,"DNK","","High income",1.97899997
"Denmark",2014,0.564020540449518,1.03210857831324,NA,NA,NA,6.92999982833862,6.92999982833862,"DNK","","High income",0.83999997
"Denmark",2015,0.452034153691623,0.433060802052097,NA,NA,NA,6.28000020980835,6.28000020980835,"DNK","","High income",0.954
"Denmark",2016,0.249999999999997,0.25459516653126,NA,NA,NA,5.98999977111816,5.98999977111816,"DNK","","High income",0.336
"Denmark",2017,1.14713216957606,1.18466161152733,NA,NA,NA,5.82999992370605,5.82999992370605,"DNK","","High income",0.4783
"Denmark",2018,0.813609467455633,0.747856838144173,NA,NA,NA,5.13000011444092,5.13000011444092,"DNK","","High income",0.2194
"Denmark",2019,0.758131572511619,0.742103116517058,NA,NA,NA,5.01999998092651,5.01999998092651,"DNK","","High income",-0.1569
"Denmark",2020,0.420711974110026,2.61295868108087,NA,NA,NA,5.6399998664856,5.6399998664856,"DNK","","High income",-0.3116
"France",1986,2.53852591781416,5.05517163446163,NA,5,NA,10.2299995422363,NA,"FRA","","High income",9.16100025
"France",1987,3.28889821400136,2.45586098408704,NA,4.5,NA,10.7399997711182,NA,"FRA","","High income",9.97799969
"France",1988,2.70081527508111,3.1934013340292,NA,4.5,NA,10.1800003051758,NA,"FRA","","High income",8.61600018
"France",1989,3.49830220700748,3.28524754798478,NA,4.5,NA,9.61999988555908,NA,"FRA","","High income",9.34799957
"France",1990,3.19428338029481,2.65716286284953,NA,4.5,NA,9.35999965667725,NA,"FRA","","High income",9.7869997
"France",1991,3.21340732409685,2.54708482952901,NA,4.5,NA,9.13000011444092,9.13000011444092,"FRA","","High income",9.7869997
"France",1992,2.36376046269354,1.96705575674531,NA,4.5,NA,10.210000038147,10.210000038147,"FRA","","High income",9.7869997
"France",1993,2.10446277124641,1.62350295323319,NA,4.5,NA,11.3199996948242,11.3199996948242,"FRA","","High income",9.7869997
"France",1994,1.65551532926996,0.924929488177952,NA,4.5,NA,12.5900001525879,12.5900001525879,"FRA","","High income",8.22099972
"France",1995,1.79648142095595,1.12472291500529,NA,4.5,NA,11.8400001525879,11.8400001525879,"FRA","","High income",6.69199991
"France",1996,1.98288365089736,1.35807806646662,NA,3.66666666666667,NA,12.3699998855591,12.3699998855591,"FRA","","High income",5.85599995
"France",1997,1.20394294026966,0.878201639970939,NA,3.5,NA,12.5699996948242,12.5699996948242,"FRA","","High income",5.33500004
"France",1998,0.65112686783302,0.950262691440912,NA,3.20833333333333,NA,12.0699996948242,12.0699996948242,"FRA","","High income",3.86899996
"France",1999,0.537141639134613,0.203811154729848,NA,2.6875,NA,11.9799995422363,11.9799995422363,"FRA","","High income",5.47300005
"France",2000,1.6759598872093,1.5532902530466,NA,2.625,NA,10.2200002670288,10.2200002670288,"FRA","","High income",4.98999977
"France",2001,1.63478079549599,2.00833418538838,NA,3,NA,8.60999965667725,8.60999965667725,"FRA","","High income",5.0710001
"France",2002,1.9234122872706,2.0674257413845,NA,3,NA,8.69999980926514,8.69999980926514,"FRA","","High income",4.25099993
"France",2003,2.09847219146922,1.85936824410877,NA,2.6875,NA,8.3100004196167,8.3100004196167,"FRA","","High income",4.30000019
"France",2004,2.14208964640242,1.62267544006134,NA,2.25,NA,8.90999984741211,8.90999984741211,"FRA","","High income",3.69000006
"France",2005,1.74586936380481,1.93634141901367,NA,2.14583333333333,NA,8.48999977111816,8.48999977111816,"FRA","","High income",3.32200003
"France",2006,1.67512449608728,2.15532739127715,NA,2.4375,NA,8.44999980926514,8.44999980926514,"FRA","","High income",3.977
"France",2007,1.48799805953858,2.5566370154462,NA,2.85416666666667,NA,7.65999984741211,7.65999984741211,"FRA","","High income",4.42299986
"France",2008,2.81286194914787,2.36707384043677,NA,3.66666666666667,NA,7.05999994277954,7.05999994277954,"FRA","","High income",3.41400003
"France",2009,0.0876204781574529,0.0666274760495753,NA,1.91666666666667,NA,8.73999977111816,8.73999977111816,"FRA","","High income",3.61299992
"France",2010,1.53112270420924,1.06969747621216,NA,1.45833333333333,NA,8.86999988555908,8.86999988555908,"FRA","","High income",3.3499999
"France",2011,2.11159795174997,0.947960225382971,NA,2.08333333333333,NA,8.8100004196167,8.8100004196167,"FRA","","High income",3.15199995
"France",2012,1.95419531613507,1.16182503173519,NA,2.25,NA,9.39999961853027,9.39999961853027,"FRA","","High income",1.99399996
"France",2013,0.863715497861826,0.778100531144062,NA,1.59666666666667,NA,9.92000007629395,9.92000007629395,"FRA","","High income",2.43199992
"France",2014,0.507758822937957,0.576944232991778,NA,1.14583333333333,NA,10.289999961853,10.289999961853,"FRA","","High income",0.83700001
"France",2015,0.0375143805125363,1.13824878533235,NA,0.895833333333333,NA,10.3500003814697,10.3500003814697,"FRA","","High income",0.99299997
"France",2016,0.183334861123848,0.522559343400445,NA,0.7575,NA,10.0500001907349,10.0500001907349,"FRA","","High income",0.68300003
"France",2017,1.03228275064674,0.521577263305687,NA,0.791666666666667,NA,9.40999984741211,9.40999984741211,"FRA","","High income",0.7847
"France",2018,1.85081508315494,0.9922245663778,NA,NA,NA,9.02000045776367,9.02000045776367,"FRA","","High income",0.7051
"France",2019,1.10825492288292,1.27859214632949,NA,NA,NA,8.40999984741211,8.40999984741211,"FRA","","High income",0.112
"France",2020,0.476498852725083,2.52464913907811,NA,NA,NA,8.01000022888184,8.01000022888184,"FRA","","High income",-0.1446
"Germany",1979,4.04362200638281,4.27814065591545,NA,NA,NA,NA,NA,"DEU","","High income",7.90999985
"Germany",1980,5.44105619058071,5.45118938878677,NA,NA,NA,NA,NA,"DEU","","High income",9.02000046
"Germany",1981,6.34424091961786,4.1752387882334,NA,NA,NA,NA,NA,"DEU","","High income",9.80000019
"Germany",1982,5.24104712605721,4.5810585318544,NA,NA,NA,NA,NA,"DEU","","High income",7.71999979
"Germany",1983,3.29341460291844,2.80793853884778,NA,NA,NA,6.44999980926514,NA,"DEU","","High income",8.18000031
"Germany",1984,2.40579506889857,1.98914634165675,NA,NA,NA,6.67000007629395,NA,"DEU","","High income",6.96000004
"Germany",1985,2.06623073224692,2.12472570836948,NA,NA,NA,6.86999988555908,NA,"DEU","","High income",6.30000019
"Germany",1986,-0.129412805250905,2.99954311462282,NA,NA,NA,6.6100001335144,NA,"DEU","","High income",5.93300009
"Germany",1987,0.249906160316282,1.27966355384072,NA,NA,NA,6.82000017166138,NA,"DEU","","High income",6.41699982
"Germany",1988,1.27412397156105,1.69046127693917,NA,NA,NA,6.32000017166138,NA,"DEU","","High income",6.55900002
"Germany",1989,2.78055980684944,2.87906682729412,NA,NA,NA,5.71000003814697,NA,"DEU","","High income",7.25199986
"Germany",1990,2.69647137791463,3.39664344990661,NA,NA,NA,4.8899998664856,NA,"DEU","","High income",8.99800014
